index,observation.camera_intrinsic,observation.camera_extrinsic,action,observation.camera_extrinsic_occ,observation.camera_intrinsic_occ
134,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.7969273 , -0.26943052,  0.54066086, -0.4135845 ], dtype=float32)
 array([ 0.6040753, -0.3554466,  0.7132676, -1.2766746], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.94918734, -0.15411426,  0.27439433,  0.45937902], dtype=float32)
 array([0.12160305, 0.6245713 , 0.7714424 , 0.1319408 ], dtype=float32)
 array([-0.2902691,  0.7656105, -0.5740944, -0.3029469], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
135,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.760738  , -0.28949425,  0.5809223 , -0.43433604], dtype=float32)
 array([ 0.64905906, -0.33930546,  0.6808775 , -1.3027571 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.96373874, -0.13266344,  0.23153403,  0.46322918], dtype=float32)
 array([0.10085429, 0.6222237 , 0.77631575, 0.13904355], dtype=float32)
 array([-0.24705468,  0.7715168 , -0.58628136, -0.31668776], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
136,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.72508126, -0.3071586 ,  0.616369  , -0.45660585], dtype=float32)
 array([ 0.6886633 , -0.32340178,  0.64896387, -1.3277396 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9758716 , -0.11092195,  0.18807156,  0.4661719 ], dtype=float32)
 array([0.07986067, 0.62034386, 0.78025365, 0.14625692], dtype=float32)
 array([-0.2032163 ,  0.7764469 , -0.5965177 , -0.33070508], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
137,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6907022 , -0.3225356 ,  0.6472258 , -0.48028606], dtype=float32)
 array([ 0.7231393 , -0.30806798,  0.61819386, -1.3516997 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9855554 , -0.08894432,  0.14411597,  0.46828863], dtype=float32)
 array([0.05867491, 0.6189367 , 0.7832462 , 0.15357317], dtype=float32)
 array([-0.15886396,  0.78038853, -0.60477763, -0.34500316], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
138,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.6581857 , -0.3357897 ,  0.6738225 , -0.50526875], dtype=float32)
 array([ 0.7528556 , -0.29356495,  0.5890909 , -1.3747152 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9927659 , -0.06678574,  0.09977758,  0.46966082], dtype=float32)
 array([0.03735016, 0.61800563, 0.78528595, 0.16098456], dtype=float32)
 array([-0.114109 ,  0.7833318, -0.6110405, -0.3595865], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
139,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.62796456, -0.3471126 ,  0.6965439 , -0.531446  ], dtype=float32)
 array([ 0.77824193, -0.28008562,  0.56204224, -1.3968637 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9974849 , -0.04450179,  0.05516768,  0.47036985], dtype=float32)
 array([0.01593995, 0.61755306, 0.7863677 , 0.16848339], dtype=float32)
 array([-0.06906374,  0.78526926, -0.61529046, -0.37445945], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
140,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.60033894, -0.3567037 ,  0.7157902 , -0.5587099 ], dtype=float32)
 array([ 0.7997457 , -0.26776403,  0.53731674, -1.4182229 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9997006 , -0.02214843,  0.01039822,  0.47049716], dtype=float32)
 array([-0.00550199,  0.61758006,  0.7864888 ,  0.1760619 ], dtype=float32)
 array([-0.02384122,  0.7861961 , -0.617517  , -0.38962638], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
141,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.57550174, -0.36475655,  0.73194975, -0.5869526 ], dtype=float32)
 array([ 0.8178006, -0.2566861,  0.5150869, -1.4388705], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99986756, -0.01618983, -0.00167213,  0.47011903], dtype=float32)
 array([-0.01131756,  0.6177503 ,  0.7862929 ,  0.18371373], dtype=float32)
 array([-0.01169699,  0.7862077 , -0.6178517 , -0.40508714], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
142,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5535636 , -0.3714497 ,  0.74538076, -0.6160662 ], dtype=float32)
 array([ 0.83280694, -0.24690121,  0.49545175, -1.4588841 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9998532 , -0.01023263, -0.01374431,  0.46929118], dtype=float32)
 array([-0.01712922,  0.6179551 ,  0.7860268 ,  0.19143799], dtype=float32)
 array([ 4.5024426e-04,  7.8614682e-01, -6.1803967e-01, -4.2082316e-01],
       dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
143,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.53457624, -0.37694174,  0.7564015 , -0.64594275], dtype=float32)
 array([ 0.84512025, -0.23843245,  0.47845766, -1.4783415 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9996576 , -0.0042779 , -0.02581613,  0.4680642 ], dtype=float32)
 array([-0.02293591,  0.6181945 ,  0.7856905 ,  0.19923513], dtype=float32)
 array([ 0.01259829,  0.78601354, -0.6180809 , -0.43681124], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
144,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5185518 , -0.3813689 ,  0.76528543, -0.6764744 ], dtype=float32)
 array([ 0.8550462 , -0.23128523,  0.46411544, -1.4973203 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9992807 ,  0.00167329, -0.03788541,  0.46648866], dtype=float32)
 array([-0.0287366 ,  0.6184684 ,  0.78528404,  0.20710558], dtype=float32)
 array([ 0.02474494,  0.78580785, -0.6179755 , -0.45302823], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
145,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.50547934, -0.38484454,  0.7722599 , -0.70755315], dtype=float32)
 array([ 0.8628387 , -0.22545461,  0.4524153 , -1.5158981 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9987227 ,  0.00761985, -0.04994994,  0.4646152 ], dtype=float32)
 array([-0.03453022,  0.6187768 ,  0.78480756,  0.2150498 ], dtype=float32)
 array([ 0.03688798,  0.78552985, -0.6177233 , -0.46945095], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
146,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.49533534, -0.38745964,  0.7775075 , -0.73907125], dtype=float32)
 array([ 0.8687018 , -0.22093017,  0.4433362 , -1.5341527 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9979836 ,  0.0135607 , -0.06200756,  0.46249434], dtype=float32)
 array([-0.04031572,  0.61911964,  0.7842611 ,  0.22306827], dtype=float32)
 array([ 0.04902523,  0.78517956, -0.61732453, -0.4860562 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
147,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.48809415, -0.38928348,  0.7811674 , -0.77092063], dtype=float32)
 array([ 0.872791  , -0.21770044,  0.43685514, -1.5521618 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9970635 ,  0.01949476, -0.07405607,  0.46017668], dtype=float32)
 array([-0.04609206,  0.6194968 ,  0.7836448 ,  0.23116142], dtype=float32)
 array([ 0.06115447,  0.784757  , -0.61677915, -0.50282085], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
148,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.4837338 , -0.3903647 ,  0.78333706, -0.80299354], dtype=float32)
 array([ 0.8752152 , -0.21575564,  0.43295255, -1.570003  ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99596274,  0.02542097, -0.08609327,  0.45771286], dtype=float32)
 array([-0.05185818,  0.61990833,  0.78295875,  0.2393297 ], dtype=float32)
 array([ 0.07327351,  0.78426236, -0.61608726, -0.51972175], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
149,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.48223948, -0.39073235,  0.78407484, -0.83518195], dtype=float32)
 array([ 0.87603945, -0.21508913,  0.43161508, -1.587754  ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99468136,  0.03133824, -0.098117  ,  0.4551534 ], dtype=float32)
 array([-0.05761304,  0.620354  ,  0.7822031 ,  0.24757358], dtype=float32)
 array([ 0.08538014,  0.78369564, -0.6152491 , -0.5367357 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
150,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.48360735, -0.39039588,  0.78339964, -0.86737806], dtype=float32)
 array([ 0.875285  , -0.21569924,  0.43283936, -1.6054924 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9932196 ,  0.0372455 , -0.11012507,  0.45254892], dtype=float32)
 array([-0.0633556,  0.6208339,  0.7813779,  0.2558935], dtype=float32)
 array([ 0.09747218,  0.7830569 , -0.61426467, -0.5538395 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
151,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.487844  , -0.38934585,  0.78129256, -0.89947385], dtype=float32)
 array([ 0.8729308 , -0.21758887,  0.43663126, -1.623296  ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99548   ,  0.02749302, -0.0909052 ,  0.4499558 ], dtype=float32)
 array([-0.0543272 ,  0.62026006,  0.7825126 ,  0.26428187], dtype=float32)
 array([ 0.0778985 ,  0.78391427, -0.61596286, -0.5710032 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
152,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.49496624, -0.38755345,  0.7776958 , -0.93136156], dtype=float32)
 array([ 0.8689122 , -0.22076555,  0.4430058 , -1.6412424 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9972727 ,  0.01772075, -0.07164612,  0.44745347], dtype=float32)
 array([-0.04527337,  0.619775  ,  0.7834726 ,  0.27269894], dtype=float32)
 array([ 0.0582882 ,  0.78457946, -0.6172824 , -0.5881696 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
153,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.50499916, -0.38496995,  0.7725115 , -0.96293324], dtype=float32)
 array([ 0.86311984, -0.22524042,  0.45198548, -1.6594093 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9985969 ,  0.00793327, -0.05235688,  0.44512722], dtype=float32)
 array([-0.03619836,  0.6193788 ,  0.78425735,  0.2810969 ], dtype=float32)
 array([ 0.03865047,  0.78505224, -0.6182226 , -0.6052745 ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
154,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5179715 , -0.38152575,  0.76560014, -0.9940809 ], dtype=float32)
 array([ 0.8553979 , -0.2310264 ,  0.46359608, -1.6778744 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99945205, -0.00186481, -0.03304654,  0.44306234], dtype=float32)
 array([-0.02710642,  0.61907166,  0.7848666 ,  0.28942794], dtype=float32)
 array([ 0.01899455,  0.78533226, -0.618783  , -0.622254  ], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
155,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5339099 , -0.37712955,  0.75677836, -1.0246968 ], dtype=float32)
 array([ 0.84554136, -0.23813528,  0.4778613 , -1.6967154 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.99983776, -0.01166889, -0.01372416,  0.44134405], dtype=float32)
 array([-0.01800184,  0.6188538 ,  0.7852999 ,  0.29764426], dtype=float32)
 array([-6.7033374e-04,  7.8541952e-01, -6.1896342e-01, -6.3904399e-01],
       dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
156,"[array([168.0498,   0.    , 240.    ], dtype=float32)
 array([  0.     , 192.79999, 135.     ], dtype=float32)
 array([0., 0., 1.], dtype=float32)]","[array([ 1.,  0.,  0., -0.], dtype=float32)
 array([ 0.       ,  0.4460214, -0.8950223,  0.       ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.5528297 , -0.3716671 ,  0.74581695, -1.0546728 ], dtype=float32)
 array([ 0.8332943 , -0.24657388,  0.4947949 , -1.7160099 ], dtype=float32)
 array([-0.        ,  0.8950223 ,  0.4460214 ,  0.81382614], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([-0.9997537 , -0.02147437,  0.00560118,  0.4400576 ], dtype=float32)
 array([-0.00888888,  0.61872524,  0.78555715,  0.30569804], dtype=float32)
 array([-0.02033494,  0.7853139 , -0.61876374, -0.65558034], dtype=float32)
 array([0., 0., 0., 1.], dtype=float32)]","[array([237.31744,   0.     , 336.41742], dtype=float32)
 array([  0.     , 271.3937 , 189.85501], dtype=float32)
 array([0., 0., 1.], dtype=float32)]"
